번호,제품명,브랜드명,성분구성
21,비타뤼미에르 루스 파우더 파운데이션 SPF15,샤넬,"합성플루오르플로고파이트,탤크,티타늄디옥사이드,보론나이트라이드,징크옥사이드,메틸메타크릴레이트크로스폴리머,셀룰로오스,라우로일라이신,스쿠알란,황색산화철,다이메티콘,페트롤라툼,알루미늄하이드록사이드,에틸헥실글리세린,아이소프로필티타늄트라이아이소스테아레이트,피토스테릴카놀라글리세라이드,트라이에톡시카프릴릴실레인,메틸파라벤,적색산화철,카프릴릴글라이콜,향료,프로필파라벤,소듐라우로일아스파테이트,흑색산화철,알루미늄다이미리스테이트,토코페릴아세테이트,소듐하이알루로네이트,징크클로라이드,마이카,실리카,소듐라우로일글루타메이트,토코페롤,라이신,아스코빌팔미테이트,시트릭애씨드,마그네슘클로라이드"
22,싱크로 스킨 글로우 쿠션 컴팩트 SPF23 PA++,시세이도,"정제수,티타늄디옥사이드,메틸트라이메티콘,다이메티콘,에틸헥실메톡시신나메이트,에틸헥실살리실레이트,부틸렌글라이콜다이카프릴레이트/다이카프레이트,다이페닐실록시페닐트라이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,글리세린,부틸렌글라이콜,펜틸렌글라이콜,트라이실록세인,마이카,피이지-10다이메티콘,다이메티콘크로스폴리머,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,마그네슘설페이트,황색산화철,페녹시에탄올,다이스테아다이모늄헥토라이트,에틸헥실글리세린,라우로일라이신,스테아릭애씨드,알루미나,폴리하이드록시스테아릭애씨드,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,적색산화철,향료,에틸헥실팔미테이트,아이소프로필미리스테이트,아이소스테아릭애씨드,레시틴,아데노신,흑색산화철,폴리글리세릴-3폴리리시놀리에이트,다이소듐이디티에이,메틸메타크릴레이트크로스폴리머,폴리쿼터늄-51,알코올,셀룰로오스,소듐아세틸레이티드하이알루로네이트,토코페롤,탤크,다이메티콘/피이지-10/15크로스폴리머,실리카,서양고추나물꽃/잎/줄기추출물,싸이머스세르필룸추출물,다이프로필렌글라이콜"
23,블랙 쿠션 SPF34 PA++,헤라,"정제수,사이클로펜타실록세인,메틸트라이메티콘,부틸렌글라이콜,에틸헥실메톡시신나메이트,티타늄디옥사이드,마이카,사이클로헥사실록세인,트라이메틸실록시실리케이트,피이지-10다이메티콘,다이스테아다이모늄헥토라이트,징크옥사이드,메틸메타크릴레이트크로스폴리머,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,다이메티콘,황색산화철,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,소듐클로라이드,알루미늄하이드록사이드,글리세린,향료,폴리솔베이트40,폴리실리콘-11,폴리솔베이트80,카프릴릴글라이콜,트라이에톡시카프릴릴실레인,적색산화철,라우로일라이신,스테아릭애씨드,하이드로제네이티드레시틴,폴리하이드록시스테아릭애씨드,에틸헥실글리세린,흑색산화철,다이소듐이디티에이,레시틴,에틸헥실팔미테이트,아이소스테아릭애씨드,아이소프로필팔미테이트,폴리글리세릴-3폴리리시놀리에이트"
24,본 디스 웨이 파운데이션,투페이스드,"정제수,사이클로펜타실록세인,글리세린,알루미늄스타치옥테닐석시네이트,아이소도데케인,폴리글리세릴-4아이소스테아레이트,세틸피이지/피피지-10/1다이메티콘,헥실라우레이트,다이메티콘,에틸헥실메톡시신나메이트,마그네슘설페이트,다이페닐다이메티콘,트라이베헤닌,트라이에톡시카프릴릴실레인,다이스테아다이모늄헥토라이트,폴리실리콘-11,프로필렌카보네이트,테트라헥실데실아스코베이트,코코넛수,에틸헥실팔미테이트,알펜로제추출물,알코올,레시틴,매스틱검,부틸렌글라이콜,포타슘솔베이트,소듐하이알루로네이트,이디티에이,카프릴릴글라이콜,페녹시에탄올"
25,뜨뉘 드 퍼펙션 타임프루프 파운데이션 SPF20 PA+++,겔랑,"정제수,티타늄디옥사이드,메틸트라이메티콘,다이메티콘,아이소도데케인,알코올,피이지-9폴리다이메틸실록시에틸다이메티콘,아크릴레이트/다이메티콘코폴리머,실리카,부틸렌글라이콜,알루미늄하이드록사이드,황색산화철,페녹시에탄올,페닐트라이메티콘,다이스테아다이모늄헥토라이트,소듐미리스토일글루타메이트,스테아릭애씨드,적색산화철,글리세릴운데실다이메티콘,브이피/브이에이코폴리머,흑색산화철,프로필렌카보네이트,향료,소듐클로라이드,트로메타민,비에이치티,부틸페닐메틸프로피오날,리날룰,시트로넬올,알파-아이소메틸아이오논,벤질벤조에이트,제라니올"
26,래디언스 파운데이션 SPF20 PA++,미샤,"사이클로펜타실록세인,정제수,티타늄디옥사이드,부틸렌글라이콜,트라이메틸실록시실리케이트,글리세린,피이지-10다이메티콘,칼슘세륨옥사이드,펜틸렌글라이콜,진주가루,하이드롤라이즈드펄,효모/진주층발효용해여과물,진주추출물,네오펜틸글라이콜다이에틸헥사노에이트,트라이베헤닌,마그네슘설페이트,피이지/피피지-18/18다이메티콘,페닐트라이메티콘,폴리메틸실세스퀴옥세인,솔비탄세스퀴올리에이트,토코페릴아세테이트,다이스테아다이모늄헥토라이트,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,스테아릭애씨드,에틸헥실글리세린,12헥산다이올,카프릴릴글라이콜,소르빅애씨드,다이소듐이디티에이,페녹시에탄올,포타슘솔베이트,향료,마이카,적색산화철,황색산화철,흑색산화철"
27,리-뉴트리브 울트라 래디언스 메이크업 SPF15 PA+++,에스티로더,"정제수,사이클로펜타실록세인,페닐트라이메티콘,부틸렌글라이콜,다이메티콘,아이소세틸알코올,에틸헥실메톡시신나메이트,카프릴릭/카프릭트라이글리세라이드,아이소헥사데칸,밀배아글리세라이드,피이지/피피지-20/20다이메티콘,솔비탄세스퀴올리에이트,마그네슘설페이트,티타늄디옥사이드,트라이베헤닌,쌀겨추출물,감초추출물,겐티아나추출물,호스테일켈프추출물,폴리실리콘-11,루비가루,사파이어가루,옥설,에틸헥실글리세린,에르고치오네인,진주가루,라우레스-7,메티콘,솔비탄스테아레이트,콜레스테롤,하이드로제네이티드레시틴,호호바씨오일,트라이에틸시트레이트,리놀레익애씨드,다이스테아다이모늄헥토라이트,에틸헥실팔미테이트,폴리메틸실세스퀴옥세인,프로필렌카보네이트,소듐하이알루로네이트,금,하이드롤라이즈드밀단백질,마그네슘아스코빌포스페이트,보론나이트라이드,트라이에톡시카프릴릴실레인,알루미나,솔비탄아이소스테아레이트,팔미토일올리고펩타이드,글리세린,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,세틸피이지/피피지-10/1다이메티콘,잔탄검,아스코빌팔미테이트,토코페릴아세테이트,클로로자일레놀,페녹시에탄올,마이카,적색산화철,황색산화철,흑색산화철"
28,프로 롱웨어 너리싱 워터프루프 파운데이션,맥,"정제수,다이메티콘,메틸트라이메티콘,다이메티콘실릴레이트,부틸렌글라이콜,네오펜틸글라이콜다이헵타노에이트,페닐트라이메티콘,폴리메틸메타크릴레이트,피피지-12/에스엠디아이코폴리머,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,토코페릴아세테이트,소듐하이알루로네이트,레시틴,카페인,트라이에틸시트레이트,메티콘,피이지-10다이메티콘,라우레스-7,실리카,마그네슘알루미늄실리케이트,트라이에톡시카프릴릴실레인,폴리실리콘-11,잔탄검,소듐클로라이드,다이메티콘/피이지-10/15크로스폴리머,다이스테아다이모늄헥토라이트,카프릴릴글라이콜,헥실렌글라이콜,징크스테아레이트,다이소듐이디티에이,페녹시에탄올,포타슘솔베이트,소듐데하이드로아세테이트,마이카,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
29,파우더리 스킨 메이커,케이트,"정제수,사이클로펜타실록세인,티타늄디옥사이드,다이메티콘,에틸헥실메톡시신나메이트,메틸트라이메티콘,탤크,트라이메틸실록시실리케이트,부틸아크릴레이트/글라이콜다이메타크릴레이트크로스폴리머,징크옥사이드,다이페닐실록시페닐트라이메티콘,글리세린,나일론-12,다이프로필렌글라이콜,아이소노닐아이소노나노에이트,솔비탄세스퀴올리에이트,다이메티콘/비닐다이메티콘크로스폴리머,소듐클로라이드,메틸메타크릴레이트/글라이콜다이메타크릴레이트크로스폴리머,피이지/피피지-19/19다이메티콘,알루미늄하이드록사이드,트라이에톡시카프릴릴실레인,하이드레이티드실리카,트라이플루오로프로필다이메티콘,실리카,하이드로제네이티드레시틴,피이지-32,비에이치티,토코페롤,수용성콜라겐,페녹시에탄올,메틸파라벤,소듐데하이드로아세테이트,소르빅애씨드,벤조익애씨드,적색산화철,황색산화철,흑색산화철"
30,루미너스 실크 파운데이션,조르지오 아르마니,"정제수,사이클로펜타실록세인,글리세린,아이소도데케인,알코올,폴리글리세릴-4아이소스테아레이트,헥실라우레이트,세틸피이지/피피지-10/1다이메티콘,알루미늄스타치옥테닐석시네이트,다이스테아다이모늄헥토라이트,에틸헥실메톡시신나메이트,페녹시에탄올,마그네슘설페이트,다이페닐다이메티콘,셀룰로오스검,트리스테아린,아크릴레이트코폴리머,다이소듐스테아로일글루타메이트,메틸파라벤,나일론-12,향료,아세틸레이티드글라이콜스테아레이트,부틸파라벤,알루미늄하이드록사이드,벤질살리실레이트,헥실신나몰,리모넨,리날룰,부틸페닐메틸프로피오날,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
31,더블 웨어 모이스춰 파우더 스테이-인-플레이스 메이크업 SPF14 PA++,에스티로더,"탤크,합성플루오르플로고파이트,에이치디아이/피피지/폴리카프롤락톤크로스폴리머,보론나이트라이드,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,에틸헥실메톡시신나메이트,스쿠알란,바륨설페이트,다이아이소스테아릴말레이트,피토스테릴/아이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,티타늄디옥사이드,다이메티콘,살구씨추출물,로즈마리잎추출물,페트롤라툼,하이드록시아파타이트,소듐데하이드로아세테이트,하이드로젠다이메티콘,메티콘,다이펜타에리스리틸트라이-폴리하이드록시스테아레이트,C9-15플루오로알코올포스페이트,12헥산다이올,토코페롤,실리카,트라이에톡시카프릴릴실레인,알루미나,정제수,알코올,마이카,적색산화철,황색산화철,흑색산화철"
32,디자이너 리프트 파운데이션 SPF20 PA+++,조르지오 아르마니,"정제수,사이클로펜타실록세인,페닐트라이메티콘,에틸헥실메톡시신나메이트,사이클로헥사실록세인,부틸렌글라이콜,세틸피이지/피피지-10/1다이메티콘,폴리글리세릴-4아이소스테아레이트,펜틸렌글라이콜,페녹시에탄올,마그네슘설페이트,피이지-10다이메티콘,에틸헥실글리세린,셀룰로오스검,소르비톨,다이소듐스테아로일글루타메이트,피이지/피피지-18/18다이메티콘,아크릴레이트코폴리머,향료,토코페롤,메틸실란올/실리케이트크로스폴리머,알루미늄하이드록사이드,아데노신,벤질살리실레이트,알루미나,헥실신나몰,벤질알코올,실리카,리모넨,리날룰,부틸페닐메틸프로피오날,합성플루오르플로고파이트,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철,비스머스옥시클로라이드,페릭페로시아나이드"
33,아쿠아 파운데이션 SPF25 PA++,코겐도,"정제수,티타늄디옥사이드,네오펜틸글라이콜다이에틸헥사노에이트,징크옥사이드,아이소노닐아이소노나노에이트,에이치디아이/트라이메틸올헥실락톤크로스폴리머,피이지-9폴리다이메틸실록시에틸다이메티콘,펜틸렌글라이콜,해수,피이지-10다이메티콘,솔비탄세스퀴아이소스테아레이트,마이카,글리세린,피토스테릴/옥틸도데실라우로일글루타메이트,소듐클로라이드,솔비탄세스퀴올리에이트,알루미늄하이드록사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,부틸렌글라이콜,다이메티콘,페녹시에탄올,스테아릭애씨드,알루미늄다이미리스테이트,실리카,지르코늄디옥사이드,탤크,아이소스테아릴세바케이트,알루미나,쉐어버터,스쿠알란,녹차추출물,호호바씨오일,자작나무수액,다이소듐스테아로일글루타메이트,감초추출물,글루코실헤스페리딘,마그네슘아스코빌포스페이트,화피추출물,크젤마니엘라기라타추출물,갈조추출물,월도잎추출물,아이런옥사이드"
34,에이지포커스 피토프로레티놀 익스트림 커버쿠션 SPF50 PA++++,이자녹스,"정제수,사이클로펜타실록세인,메틸트라이메티콘,티타늄디옥사이드,트라이에틸헥사노인,피이지-10다이메티콘,페닐벤즈이미다졸설포닉애씨드,나이아신아마이드,다이프로필렌글라이콜,트로메타민,다이메티콘크로스폴리머,12헥산다이올,피이지-9폴리다이메틸실록시에틸다이메티콘,솔비탄세스퀴올리에이트,다이스테아다이모늄헥토라이트,소듐클로라이드,솔비탄세스퀴아이소스테아레이트,징크스테아레이트,알루미늄하이드록사이드,트라이에톡시카프릴릴실레인,다이스테아릴다이모늄클로라이드,스테아릭애씨드,토코페릴아세테이트,팔미토일프롤린,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,아데노신,팔미틱애씨드,바이오사카라이드검-1,부틸렌글라이콜,금,사파이어가루,세드롤,에틸헥실글리세린,진주가루,해바라기씨오일,당근추출물,당근씨오일,베타-카로틴,아스코빌팔미테이트,탤크,보론나이트라이드,글리세린,셀룰로오스아세테이트부티레이트,다이메티콘,레티놀,폴리쿼터늄-51,카보머,루비가루,카프릴릴글라이콜,폴리솔베이트20,페녹시에탄올,콜레스테릴헥실다이카바메이트풀루란,아세틸헥사펩타이드-8,다이아몬드가루,카퍼트라이펩타이드-1,팔미토일트라이펩타이드-1,팔미토일테트라펩타이드-7,라벤더꽃추출물,바실꽃/잎추출물,마시멜로뿌리추출물,약모밀추출물,캐모마일꽃추출물,로즈마리잎추출물,회향추출물,사과수,세라마이드엔지,세라마이드엔피,세테아릴알코올,콜레스테롤,포타슘C12-13알킬포스페이트,피토스핑고신,하이드로제네이티드레시틴,하이드로제네이티드폴리데센,향료,적색산화철,황색산화철,흑색산화철"
35,UV 브라이트 쿠션 SPF35 PA+++(프로쿠션),메이크업포에버,"정제수,사이클로펜타실록세인,티타늄디옥사이드,다이페닐실록시페닐트라이메티콘,아이소노닐아이소노나노에이트,글리세린,메틸트라이메티콘,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,페닐벤즈이미다졸설포닉애씨드,다이펜타에리스리틸헥사C5-9애씨드에스터,펜틸렌글라이콜,트라이데실트라이멜리테이트,트로메타민,트로메타민,탤크,피이지-10다이메티콘,황색산화철,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,마그네슘설페이트,페녹시에탄올,카프릴릴메티콘,세틸다이메티콘,에이치디아이/트라이메틸올헥실락톤크로스폴리머,다이메티콘,알루미나,스테아릭애씨드,다이스테아다이모늄헥토라이트,다이메티콘,다이메티콘/비닐다이메티콘크로스폴리머,클로페네신,트라이에톡시카프릴릴실레인,적색산화철,알루미늄하이드록사이드,에틸헥실글리세린,흑색산화철,다이소듐이디티에이,실리카,토코페롤"
36,리퀴드 파운데이션,RMK,"정제수,사이클로펜타실록세인,징크옥사이드,에틸헥실메톡시신나메이트,알코올,프로필렌글라이콜다이카프릴레이트,트라이에톡시카프릴릴실레인,부틸렌글라이콜,메틸트라이메티콘,에틸헥실하이드록시스테아레이트,실리카,다이에틸아미노하이드록시벤조일헥실벤조에이트,피이지-8트라이플루오로프로필다이메티콘코폴리머,소르비톨,트라이메틸실록시실리케이트,다이메티콘,멘톡시프로판다이올,비에이치티"
37,더블웨어 누드 워터 프레시 메이크업 SPF30 PA++,에스티로더,"정제수,메틸트라이메티콘,페닐트라이메티콘,실리카,부틸옥틸살리실레이트,에틸헥실메톡시신나메이트,다이메티콘,네오펜틸글라이콜다이헵타노에이트,티타늄디옥사이드,C12-15알킬벤조에이트,부틸렌글라이콜,징크옥사이드,다이메티콘실릴레이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,에틸헥실팔미테이트,글리세린,폴리실리콘-11,피이지-10다이메티콘,리치씨추출물,슈가켈프추출물,폴리글루타믹애씨드,렌즈콩추출물,사과추출물,테르무스테르모필루스발효물,수박추출물,소듐하이알루로네이트,소듐클로라이드,소듐락테이트,콩단백질,토코페릴아세테이트,징크스테아레이트,카프릴릴글라이콜,소듐피씨에이,레시틴,다이메티콘/피이지-10/15크로스폴리머,트라이메틸실록시실리케이트,라우레스-7,트라이에틸시트레이트,트라이에톡시카프릴릴실레인,다이스테아다이모늄헥토라이트,칼슘클로라이드,잔탄검,헥실렌글라이콜,덱스트린,실리카다이메틸실릴레이트,마그네슘알루미늄실리케이트,다이소듐이디티에이,비에이치티,소듐데하이드로아세테이트,포타슘솔베이트,페녹시에탄올,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
38,시그니처 쿠션,네이처컬렉션,"정제수,사이클로펜타실록세인,메틸트라이메티콘,티타늄디옥사이드,트라이에틸헥사노인,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,폴리메틸메타크릴레이트,페닐벤즈이미다졸설포닉애씨드,나이아신아마이드,다이프로필렌글라이콜,트로메타민,다이메티콘크로스폴리머,12헥산다이올,솔비탄세스퀴올리에이트,다이스테아다이모늄헥토라이트,소듐클로라이드,솔비탄세스퀴아이소스테아레이트,스테아릭애씨드,징크스테아레이트,알루미늄하이드록사이드,다이스테아릴다이모늄클로라이드,토코페릴아세테이트,귤껍질추출물,팔미토일프롤린,아데노신,트라이에톡시카프릴릴실레인,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,바이오사카라이드검-1,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,팔미틱애씨드,레몬밤꽃/잎/줄기수,칼슘카보네이트,에틸헥실글리세린,향료,마이카,적색산화철,황색산화철,흑색산화철"
39,파워 패브릭 롱웨어 하이 커버 파운데이션,조르지오 아르마니,"정제수,사이클로펜타실록세인,페닐트라이메티콘,에틸헥실메톡시신나메이트,사이클로헥사실록세인,부틸렌글라이콜,세틸피이지/피피지-10/1다이메티콘,폴리글리세릴-4아이소스테아레이트,펜틸렌글라이콜,페녹시에탄올,마그네슘설페이트,피이지-10다이메티콘,에틸헥실글리세린,셀룰로오스검,소르비톨,다이소듐스테아로일글루타메이트,피이지/피피지-18/18다이메티콘,아크릴레이트코폴리머,향료,토코페롤,메틸실란올/실리케이트크로스폴리머,알루미늄하이드록사이드,아데노신,벤질살리실레이트,알루미나,헥실신나몰,벤질알코올,실리카,리모넨,리날룰,부틸페닐메틸프로피오날,합성플루오르플로고파이트,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철,비스머스옥시클로라이드,페릭페로시아나이드"
40,블랑 엑스퍼트 쿠션 컴팩트 하이 커버리지 SPF50+ PA+++,랑콤,"정제수,사이클로펜타실록세인,아이소노닐아이소노나노에이트,변성알코올,에틸헥실메톡시신나메이트,페닐트라이메티콘,피이지-10다이메티콘,글리세린,티타늄디옥사이드,비스-피이지/피피지-14/14다이메티콘,드럼스틱씨추출물,페퍼민트잎추출물,서양장미꽃추출물,소르비톨,탤크,트라이에탄올아민,다이메티콘,알루미나,알루미늄하이드록사이드,마그네슘설페이트,에델바이스추출물,나일론-12,다이소듐포스페이트,다이소듐스테아로일글루타메이트,프로필렌글라이콜,시트릭애씨드,말티톨,겐티아나추출물,펜틸렌글라이콜,다이스테아다이모늄헥토라이트,황금추출물,에틸헥실하이드록시스테아레이트,부틸렌글라이콜,쉐어버터씨드케이크추출물,비에이치티,포타슘솔베이트,소듐벤조에이트,페녹시에탄올,향료,리날룰,벤질알코올,벤질살리실레이트,비스머스옥시클로라이드,적색산화철,황색산화철,흑색산화철"
41,핏미 매트+포어리스 파운데이션,메이블린,"정제수,사이클로헥사실록세인,나일론-12,아이소도데케인,변성알코올,사이클로펜타실록세인,피이지-10다이메티콘,세틸피이지/피피지-10/1다이메티콘,피이지-20,폴리글리세릴-4아이소스테아레이트,다이스테아다이모늄헥토라이트,페녹시에탄올,마그네슘설페이트,다이소듐스테아로일글루타메이트,에이치디아이/트라이메틸올헥실락톤크로스폴리머,티타늄디옥사이드,메틸파라벤,아크릴레이트코폴리머,토코페롤,부틸파라벤,알루미늄하이드록사이드,알루미나,실리카,글리세린,적색산화철,황색산화철,흑색산화철"
42,프로 테일러 파운데이션 비 글로우 SPF25 PA++,에스쁘아,"정제수,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,사이클로헥사실록세인,부틸렌글라이콜,다이페닐실록시페닐트라이메티콘,세틸에틸헥사노에이트,트라이메틸실록시실리케이트,하이드로제네이티드폴리아이소부텐,피이지-30다이폴리하이드록시스테아레이트,다이아이소스테아릴말레이트,나이아신아마이드,세틸피이지/피피지-10/1다이메티콘,폴리메틸메타크릴레이트,비스-피이지/피피지-14/14다이메티콘,폴리부텐,소듐클로라이드,다이스테아다이모늄헥토라이트,폴리프로필실세스퀴옥세인,다이메티콘,알루미늄하이드록사이드,폴리비닐알코올,트라이에톡시카프릴릴실레인,글리세린,카프릴릴글라이콜,향료,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,알코올,다이소듐이디티에이,에틸헥실글리세린,아데노신,페녹시에탄올,올리브오일,트레할로오스,소듐하이알루로네이트,해바라기씨오일,호호바씨오일,포도씨오일,마카다미아씨오일,황색산화철,적색산화철,흑색산화철"
43,오 떼르말 쿠션 오투 래스팅 SPF50+ PA+++,크레모랩,"온천수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,아이소도데케인,메틸트라이메티콘,징크옥사이드,에틸헥실살리실레이트,에이치디아이/트라이메틸올헥실락톤크로스폴리머,글리세린,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,변성알코올,사이클로헥사실록세인,나이아신아마이드,실리카,펜틸렌글라이콜,실리카,산소,개청각추출물,감태추출물,납작파래추출물,자이언트켈프추출물,우뭇가사리추출물,다시마추출물,플랑크톤추출물,마조람잎추출물,베르가모트열매오일,로즈마리잎오일,올리브오일,페퍼민트오일,오렌지오일,왕귤껍질오일,라벤더오일,아틀라스시다껍질오일,센티드제라늄꽃오일,커먼자스민오일,쓴쑥추출물,장미꽃오일,갈바눔수지오일,서양측백나무잎오일,피이지-10다이메티콘,메틸메타크릴레이트크로스폴리머,아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,마그네슘설페이트,12헥산다이올,다이스테아다이모늄헥토라이트,알루미늄하이드록사이드,세테아릴다이메티콘/비닐다이메티콘크로스폴리머,스테아릭애씨드,트라이에톡시카프릴릴실레인,다이메티콘,에틸헥실글리세린,아데노신,알루미나,바이오사카라이드검-4,코파이바발삼레진,부틸렌글라이콜,다이소듐이디티에이,페녹시에탄올,정제수,적색산화철,황색산화철,흑색산화철"
44,에센스 커버 팩트 RX(시즌 10) SPF50+ PA+++,에이지투웨니스,"진주추출물,스피룰리나추출물,클로렐라추출물,감태추출물,톳추출물,티타늄디옥사이드,에틸헥실메톡시신나메이트,옥토크릴렌,다이프로필렌글라이콜,페닐트라이메티콘,다이에틸아미노하이드록시벤조일헥실벤조에이트,사이클로펜타실록세인,나이아신아마이드,칸데릴라왁스,다이메티콘,사이클로헥사실록세인,12헥산다이올,부틸렌글라이콜,스쿠알란,폴리메틸실세스퀴옥세인,세틸피이지/피피지-10/1다이메티콘,해수,소듐글루타메이트,클라도시폰노바에-칼레도니아에추출물,브이피/헥사데센코폴리머,락토바실러스/병풀추출발효여과물,알루미늄하이드록사이드,C30-45알킬메티콘,스테아릭애씨드,p-아니식애씨드,다이메티콘/피이지-10/15크로스폴리머,C30-45올레핀,글리세릴카프릴레이트,트라이에톡시카프릴릴실레인,알루미나,토코페릴아세테이트,판테놀,에틸헥실글리세린,스테아릴헵타노에이트,하이드롤라이즈드하이알루로닉애씨드,엑토인,글리세린,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,산호가루,카프릴릭/카프릭트라이글리세라이드,헤마토코쿠스플루비알리스추출물,도데세닐스테아릴석신아마이드,다이아몬드가루,아이비고드열매추출물,폴리메틸메타크릴레이트,가지열매추출물,알로에베라꽃추출물,마이카,홀리바질잎추출물,참산호말추출물,울금뿌리추출물,하이드록시아파타이트,레스베라트롤,징크옥사이드,니코티노일트라이펩타이드-1,로즈마리잎추출물,향료,적색산화철,황색산화철,흑색산화철,울트라마린"
45,셀 리뉴 컨실링 쿠션,이자녹스,"정제수,사이클로펜타실록세인,메틸트라이메티콘,티타늄디옥사이드,트라이에틸헥사노인,피이지-10다이메티콘,페닐벤즈이미다졸설포닉애씨드,나이아신아마이드,다이프로필렌글라이콜,트로메타민,다이메티콘크로스폴리머,12헥산다이올,솔비탄세스퀴올리에이트,다이스테아다이모늄헥토라이트,알루미늄하이드록사이드,스테아릭애씨드,징크스테아레이트,소듐클로라이드,솔비탄세스퀴아이소스테아레이트,홍차추출물,장미추출물,다이스테아릴다이모늄클로라이드,토코페릴아세테이트,팔미토일프롤린,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,부틸렌글라이콜,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,아데노신,트라이에톡시카프릴릴실레인,팔미틱애씨드,바이오사카라이드검-1,사우수레아인볼루크라타추출물,아르니카꽃추출물,야생얌뿌리추출물,귀리커넬추출물,레몬밤잎추출물,다마스크장미꽃추출물,에틸헥실글리세린,하이드롤라이즈드하이알루로닉애씨드,콜레스테롤,하이드로제네이티드레시틴,변성알코올,데사미도콜라겐,폴리(트라이펩타이드-6),탤크,향료,마이카,적색산화철,황색산화철,흑색산화철"
46,보탈필루이드 블루밍 쿠션 SPF50+ PA+++,웰라쥬,"정제수,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,사이클로헥사실록세인,징크옥사이드,에틸헥실살리실레이트,다이페닐실록시페닐트라이메티콘,부틸렌글라이콜,세틸에틸헥사노에이트,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,글리세린,나이아신아마이드,펜틸렌글라이콜,메틸메타크릴레이트크로스폴리머,참산호말추출물,피이지-10다이메티콘,마그네슘설페이트,다이스테아다이모늄헥토라이트,카프릴릴메티콘,다이메티콘,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,알루미늄하이드록사이드,다이메티콘/비닐다이메티콘크로스폴리머,스테아릭애씨드,트라이에톡시카프릴릴실레인,에틸헥실글리세린,아데노신,칼라민,소듐클로라이드,카프릴릴글라이콜,다이소듐포스페이트,아세틸헥사펩타이드-8,소듐포스페이트,펜타펩타이드-18,에스알,다이소듐이디티에이,페녹시에탄올,향료,적색산화철,황색산화철,흑색산화철"
47,올아워 파운데이션 SPF20 PA++,입생로랑,"정제수,사이클로헥사실록세인,변성알코올,아이소도데케인,아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,부틸렌글라이콜,폴리메틸실세스퀴옥세인,세틸피이지/피피지-10/1다이메티콘,에틸헥실메톡시신나메이트,합성플루오르플로고파이트,아이소헥사데칸,폴리글리세릴-4아이소스테아레이트,마그네슘설페이트,다이소듐스테아로일글루타메이트,향료,펄라이트,효모/자일리눔/홍차발효물,실리카실릴레이트,알루미늄하이드록사이드,쉐어버터씨드케이크추출물,하이드록시에틸셀룰로오스,비에이치티,페녹시에탄올,소듐시트레이트,벤질알코올,리날룰,시트릭애씨드,포타슘솔베이트,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,바이오틴,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철"
